Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2)
925382,0.16,-0.04,-9.57
925394,0.16,0.00,-9.53
925406,0.20,0.00,-9.49
925418,0.20,0.00,-9.57
925430,0.16,0.00,-9.53
925442,0.24,0.00,-9.53
925454,0.24,0.00,-9.57
925466,0.20,0.00,-9.53
925478,0.16,0.00,-9.57
925490,0.20,0.00,-9.53
925502,0.20,0.00,-9.57
925514,0.20,0.00,-9.57
925526,0.20,0.00,-9.61
925538,0.24,0.00,-9.57
925550,0.20,0.00,-9.57
925562,0.24,0.04,-9.57
925574,0.20,0.00,-9.53
925586,0.20,0.00,-9.57
925598,0.16,0.00,-9.57
925610,0.20,0.00,-9.53
925622,0.24,0.00,-9.57
925634,0.20,0.00,-9.53
925646,0.20,0.00,-9.49
925658,0.24,-0.04,-9.53
925670,0.20,0.00,-9.57
925682,0.16,0.00,-9.85
925694,0.24,0.00,-9.85
925706,0.20,-0.12,-9.69
925718,0.20,0.04,-9.69
925730,0.16,0.00,-9.38
925742,0.20,0.04,-9.53
925754,0.16,0.00,-9.65
925766,0.16,0.00,-9.49
925778,0.20,-0.04,-9.61
925790,0.16,0.00,-9.45
925802,0.20,0.00,-9.57
925814,0.16,0.00,-9.53
925826,0.20,0.04,-9.57
925838,0.20,0.00,-9.49
925850,0.24,0.00,-9.61
925862,0.20,0.00,-9.57
925874,0.20,0.00,-9.57
925886,0.20,0.00,-9.49
925898,0.16,0.00,-9.53
925910,0.16,0.00,-9.57
925922,0.20,0.00,-9.57
925934,0.20,0.00,-9.57
925946,0.20,0.00,-9.53
925958,0.20,-0.04,-9.57
925970,0.20,0.00,-9.57
925982,0.16,0.00,-9.53
925994,0.20,-0.04,-9.57
926006,0.16,0.00,-9.57
926018,0.16,-0.04,-9.57
926030,0.16,0.00,-9.49
926042,0.20,0.00,-9.49
926054,0.20,0.00,-9.57
926066,0.20,0.00,-9.57
926078,0.20,0.00,-9.57
926090,0.16,0.00,-9.53
926102,0.20,0.00,-9.61
926114,0.20,0.04,-9.53
926126,0.20,0.00,-9.57
926138,0.20,0.00,-9.57
926150,0.16,0.00,-9.53
926162,0.20,0.00,-9.57
926174,0.24,0.00,-9.49
926186,0.16,0.00,-9.49
926198,0.20,0.00,-9.53
926210,0.20,0.00,-9.57
926222,0.16,0.00,-9.53
926234,0.20,0.00,-9.53
926246,0.20,0.00,-9.53
926258,0.20,0.00,-9.53
926270,0.20,0.00,-9.49
926282,0.20,0.00,-9.49
926294,0.20,0.00,-9.49
926306,0.20,0.00,-9.53
926318,0.20,0.00,-9.53
926330,0.20,0.00,-9.57
926342,0.20,0.00,-9.53
926354,0.24,0.00,-9.53
926366,0.20,-0.04,-9.57
926378,0.20,0.00,-9.53
926390,0.16,0.00,-9.61
926402,0.16,0.00,-9.61
926414,0.20,0.00,-9.49
926426,0.24,0.00,-9.53
926438,0.16,0.00,-9.53
926450,0.20,-0.04,-9.57
926462,0.20,-0.04,-9.49
926474,0.20,0.00,-9.57
926486,0.24,0.00,-9.53
926498,0.16,-0.04,-9.49
926510,0.16,0.00,-9.49
926522,0.20,0.00,-9.53
926534,0.20,0.00,-9.53
926546,0.20,0.00,-9.49
926558,0.16,0.00,-9.57
926570,0.16,0.00,-9.53
926582,0.20,0.00,-9.49
926594,0.20,0.00,-9.49
926606,0.20,0.00,-9.57
926618,0.16,0.00,-9.53
926630,0.20,-0.04,-9.57
926642,0.16,-0.04,-9.53
926654,0.20,0.00,-9.49
926666,0.16,0.00,-9.57
926678,0.24,-0.04,-9.57
926690,0.24,0.00,-9.57
