Timestamp(ms),X(m/s^2),Y(m/s^2),Z(m/s^2),state
[2024-08-15 10:17:14.190] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:14.199] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:14.230] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:14.233] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:14.236] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:14.263] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:14.263] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:14.276] 0.71, 0.16, -9.38, Stationary
[2024-08-15 10:17:14.294] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:14.302] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:14.302] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:14.330] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:14.342] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:14.342] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:14.373] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:14.410] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:14.412] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:14.414] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:14.418] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:14.421] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:14.431] 0.67, 0.12, -9.38, Stationary
[2024-08-15 10:17:14.439] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:14.474] 0.75, 0.16, -9.45, Stationary
[2024-08-15 10:17:14.477] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:14.481] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:14.509] 0.71, 0.20, -9.41, Stationary
[2024-08-15 10:17:14.509] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:14.516] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:14.524] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:14.548] 0.63, 0.12, -9.49, Stationary
[2024-08-15 10:17:14.548] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:14.566] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:14.569] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:14.604] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:14.631] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:14.647] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:14.651] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:14.663] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:14.693] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:14.695] 0.75, 0.12, -9.49, Stationary
[2024-08-15 10:17:14.698] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:14.700] 0.75, 0.08, -9.45, Stationary
[2024-08-15 10:17:14.703] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:14.703] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:14.732] 0.67, 0.24, -9.45, Stationary
[2024-08-15 10:17:14.772] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:14.776] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:14.781] 0.71, 0.20, -9.41, Stationary
[2024-08-15 10:17:14.805] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:14.805] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:14.847] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:14.851] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:14.867] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:14.885] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:14.895] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:14.898] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:14.902] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:14.905] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:14.905] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:14.908] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:14.910] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:14.931] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:14.946] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:14.946] 0.67, 0.08, -9.49, Stationary
[2024-08-15 10:17:14.996] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:15.013] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:15.013] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:15.016] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:15.022] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:15.027] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.031] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.062] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.062] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:15.062] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.098] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:15.101] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:15.105] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.136] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:15.152] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:15.154] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:15.171] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.175] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:15.180] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:15.184] 0.63, 0.16, -9.41, Stationary
[2024-08-15 10:17:15.215] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:15.218] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:15.223] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:15.247] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:15.260] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:15.263] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:15.267] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:15.297] 0.63, 0.20, -9.45, Stationary
[2024-08-15 10:17:15.310] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:15.314] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.315] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.344] 0.71, 0.08, -9.49, Stationary
[2024-08-15 10:17:15.360] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:15.367] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:15.367] 0.63, 0.12, -9.41, Stationary
[2024-08-15 10:17:15.375] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:15.407] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:15.413] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:15.417] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.426] 0.63, 0.12, -9.49, Stationary
[2024-08-15 10:17:15.453] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:15.460] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:15.464] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:15.468] 0.71, 0.20, -9.41, Stationary
[2024-08-15 10:17:15.511] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:15.518] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.522] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:15.524] 0.63, 0.20, -9.45, Stationary
[2024-08-15 10:17:15.548] 0.67, 0.12, -9.53, Stationary
[2024-08-15 10:17:15.553] 0.63, 0.12, -9.38, Stationary
[2024-08-15 10:17:15.558] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:15.579] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:15.611] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:15.611] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:15.614] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:15.618] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:15.643] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:15.643] 0.71, 0.20, -9.49, Stationary
[2024-08-15 10:17:15.652] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:15.675] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:15.690] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:15.690] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:15.721] 0.63, 0.12, -9.49, Stationary
[2024-08-15 10:17:15.724] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:15.729] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:15.758] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:15.760] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.765] 0.75, 0.12, -9.41, Stationary
[2024-08-15 10:17:15.785] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.797] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.801] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:15.801] 0.67, 0.16, -9.38, Stationary
[2024-08-15 10:17:15.834] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.841] 0.71, 0.20, -9.41, Stationary
[2024-08-15 10:17:15.841] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:15.866] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.885] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.885] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.890] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:15.911] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:15.915] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:15.947] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:15.975] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:15.975] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:15.994] 0.71, 0.20, -9.41, Stationary
[2024-08-15 10:17:16.009] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:16.033] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.039] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:16.040] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.040] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:16.046] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:16.051] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.074] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:16.082] 0.67, 0.08, -9.45, Stationary
[2024-08-15 10:17:16.082] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.118] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.122] 0.71, 0.20, -9.49, Stationary
[2024-08-15 10:17:16.122] 0.63, 0.20, -9.45, Stationary
[2024-08-15 10:17:16.155] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.172] 0.75, 0.20, -9.45, Stationary
[2024-08-15 10:17:16.196] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:16.199] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.291] 0.63, 0.20, -9.45, Stationary
[2024-08-15 10:17:16.291] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.291] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:16.291] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.309] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.323] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:16.323] 0.67, 0.20, -9.41, Stationary
[2024-08-15 10:17:16.323] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.323] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:16.334] 0.71, 0.08, -9.49, Stationary
[2024-08-15 10:17:16.334] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.334] 0.71, 0.20, -9.45, Stationary
[2024-08-15 10:17:16.339] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.339] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.339] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:16.370] 0.63, 0.08, -9.45, Stationary
[2024-08-15 10:17:16.370] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.386] 0.67, 0.20, -9.38, Stationary
[2024-08-15 10:17:16.402] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:16.418] 0.67, 0.20, -9.49, Stationary
[2024-08-15 10:17:16.418] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.418] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:16.449] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.465] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.465] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:16.496] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.496] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.496] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.535] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.535] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:16.544] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:16.560] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:16.607] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:16.607] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:16.607] 0.71, 0.08, -9.45, Stationary
[2024-08-15 10:17:16.622] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.635] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.638] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.638] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:16.638] 0.71, 0.08, -9.41, Stationary
[2024-08-15 10:17:16.670] 0.67, 0.08, -9.45, Stationary
[2024-08-15 10:17:16.670] 0.71, 0.12, -9.38, Stationary
[2024-08-15 10:17:16.685] 0.75, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.717] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.720] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.726] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.752] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.752] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:16.752] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:16.764] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.796] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:16.800] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:16.806] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.835] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.843] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.843] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:16.861] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.864] 0.71, 0.08, -9.45, Stationary
[2024-08-15 10:17:16.890] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.890] 0.67, 0.08, -9.45, Stationary
[2024-08-15 10:17:16.890] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:16.922] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.938] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:16.938] 0.63, 0.12, -9.38, Stationary
[2024-08-15 10:17:16.969] 0.67, 0.12, -9.38, Stationary
[2024-08-15 10:17:16.969] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:16.969] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:17.000] 0.75, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.000] 0.67, 0.08, -9.45, Stationary
[2024-08-15 10:17:17.000] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.016] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.048] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:17.048] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:17.048] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:17.079] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.079] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.095] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.110] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.126] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.126] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.157] 0.71, 0.08, -9.45, Stationary
[2024-08-15 10:17:17.157] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.157] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:17.188] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:17.188] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:17.204] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.235] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:17.237] 0.67, 0.16, -9.38, Stationary
[2024-08-15 10:17:17.237] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:17.251] 0.78, 0.16, -9.41, Stationary
[2024-08-15 10:17:17.267] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.283] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:17.337] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:17.346] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:17.362] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:17.362] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.377] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:17.377] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:17.377] 0.67, 0.08, -9.49, Stationary
[2024-08-15 10:17:17.377] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.377] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.377] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.408] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.424] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.424] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:17.460] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.460] 0.71, 0.20, -9.45, Stationary
[2024-08-15 10:17:17.504] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:17.524] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:17.540] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.568] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:17.591] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:17.616] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:17.618] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.623] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.623] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.623] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.630] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:17.630] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:17.634] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.638] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:17.638] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:17.641] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:17.663] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:17.710] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.715] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:17.720] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.720] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:17.724] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.727] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:17.758] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.758] 0.67, 0.20, -9.41, Stationary
[2024-08-15 10:17:17.758] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:17.778] 0.71, 0.20, -9.41, Stationary
[2024-08-15 10:17:17.785] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:17.805] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.823] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.827] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:17.853] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.853] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.853] 0.67, 0.08, -9.45, Stationary
[2024-08-15 10:17:17.895] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.898] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:17.901] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:17.917] 0.71, 0.12, -9.38, Stationary
[2024-08-15 10:17:17.932] 0.67, 0.08, -9.45, Stationary
[2024-08-15 10:17:17.932] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.944] 0.71, 0.16, -9.53, Stationary
[2024-08-15 10:17:17.964] 0.75, 0.16, -9.41, Stationary
[2024-08-15 10:17:17.979] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:17.982] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.012] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:18.017] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:18.017] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.046] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.080] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.081] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.085] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:18.088] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:18.126] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:18.133] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:18.136] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:18.140] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.142] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.147] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:18.173] 0.71, 0.08, -9.45, Stationary
[2024-08-15 10:17:18.173] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:18.186] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:18.212] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.219] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:18.219] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.250] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:18.250] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:18.260] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.282] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:18.292] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:18.296] 0.63, 0.16, -9.41, Stationary
[2024-08-15 10:17:18.302] 0.67, 0.16, -9.34, Stationary
[2024-08-15 10:17:18.330] 0.71, 0.12, -9.38, Stationary
[2024-08-15 10:17:18.338] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:18.338] 0.75, 0.12, -9.41, Stationary
[2024-08-15 10:17:18.369] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:18.377] 0.71, 0.20, -9.41, Stationary
[2024-08-15 10:17:18.377] 0.67, 0.20, -9.41, Stationary
[2024-08-15 10:17:18.409] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:18.438] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:18.440] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.445] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:18.448] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:18.448] 0.75, 0.04, -9.49, Stationary
[2024-08-15 10:17:18.472] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:18.472] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:18.486] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.493] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.508] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.539] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:18.539] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:18.539] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:18.568] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:18.578] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.582] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:18.600] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.619] 0.71, 0.20, -9.41, Stationary
[2024-08-15 10:17:18.619] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:18.649] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:18.653] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:18.664] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:18.681] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.695] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:18.711] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:18.716] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.716] 0.75, 0.16, -9.41, Stationary
[2024-08-15 10:17:18.721] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.743] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:18.743] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:18.759] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:18.791] 0.67, 0.20, -9.41, Stationary
[2024-08-15 10:17:18.839] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:18.859] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:18.882] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:18.907] 0.71, 0.16, -9.41, Stationary
